date,city,state,country,shape,duration_seconds,duration,comment,report_date,latitude,longitude
1991-10-01 14:45:00,easley,sc,us,other,900.0,fifteen minutes,Hockey-puck-shaped-thing.,2002-02-22,34.8297222,-82.6016667
2004-09-14 22:40:00,humboldt (canada),sk,ca,chevron,5.0,5seconds,The objects were orange/red tinged&#44not in our atmophere&#44extremely fast&#44flew in v-formationon monday &#44indian file on friday,2004-09-29,52.2,-105.116667
1987-05-05 12:00:00,zarafshan (uzbekistan),,,sphere,6900.0,hour?,Large sphere the size of an apartment building hovered over a remote desert community.,2005-09-02,41.574366,64.183316
2014-03-04 22:00:00,turlock,ca,us,triangle,600.0,5-10 minutes,Giant Black Triangle,2014-03-18,37.4947222,-120.8455556
2011-07-04 21:25:00,lockport,il,us,triangle,30.0,20-30 seconds,Two orange triangles moving simultaneously behind each other&#44 then after 20/30 seconds&#44 disappear on a clear stary night.,2011-07-17,41.5894444,-88.0577778
2011-08-24 21:30:00,wilkeson,wa,us,light,1200.0,20 minutes,Dim lights moving rapidly across sky,2011-10-10,47.1055556,-122.0444444
1997-04-21 20:40:00,la conner,wa,us,,20.0,20 sec.,Woman sees extremely bright&#44 oval shaped obj. streak down out of a clear evening sky to the W.  1/4 dia. of full moon.,1999-11-02,48.3888889,-122.495
2012-09-13 09:00:00,logan,ut,us,light,240.0,4 minutes,I think it was a pair of large military jets similar to a c-17 but I am only guessing by the load sound of the jet engine. Judging by t,2012-09-24,41.7355556,-111.8336111
2002-11-28 06:00:00,bellingham,wa,us,formation,60.0,1 minute,series of flare-like fireballs,2002-12-23,48.7597222,-122.4869444
2008-06-20 01:00:00,chatsworth,ca,us,changing,300.0,5 minutes,Solid light in a boomerang shape slowly moves across Chatsworth&#44 CA sky.,2008-07-05,34.2572222,-118.6002778
2002-08-11 14:00:00,elm grove,la,us,sphere,4.0,4 seconds,Spheres in naked eye visuals and in developed photos as well&#44 in NW Louisiana.,2003-05-09,32.3480556,-93.5525
2006-07-01 17:32:00,norfolk,ma,us,sphere,60.0,1 minute,It was a ball of opal or white with a little pink and green sheen to it.  Not metal.  No sound and it was pretty close to a plane.,2006-07-16,42.1194444,-71.3255556
2008-08-19 22:00:00,oak island,nc,us,circle,1200.0,20 minutes,Our family witnessed three circles of white light that appeard to go off and come back on again then  changed formation from stright ac,2008-10-31,33.9163889,-78.1613889
1996-09-12 11:00:00,victorville,ca,us,disk,10800.0,3 hours,Saturn/top shaped round disk with black ring circumscribed in bottom and 3-4 companion blobs,2003-09-24,34.5361111,-117.2902778
2007-08-24 20:57:00,chilton,wi,us,rectangle,360.0,5-6 mins,Rectangular object over the field,2007-10-08,44.0288889,-88.1627778
2013-07-24 21:45:00,monaca,pa,us,fireball,300.0,5 minutes,At approximately 9:45 PM on 7/24/2013&#44 I came outside to walk my dog.  I looked up into a clear sky and saw through the trees what look,2013-08-30,40.6872222,-80.2716667
1970-08-15 21:30:00,grand bay (canada),nb,ca,unknown,600.0,ten minutes,strange maneuvers&#44 various colored lights&#44 over a drive-in theater&#44 and chased within two minutes by three jets,2011-03-23,45.3,-66.2
2008-08-11 23:30:00,corvallis,or,us,diamond,120.0,2 minutes,i was chased by a UFO in the 2nd sighting.  ((NUFORC Note:  Student report.  Hoax??  PD)),2008-08-12,44.5647222,-123.2608333
2012-02-09 22:00:00,taos,nm,us,other,60.0,throughout night,Several blinking red lights circling Taos&#44 NM valley.,2012-03-13,36.4072222,-105.5725
1994-06-01 22:00:00,montgomery,al,us,triangle,120.0,2 minutes,I was coming back to my college dorm at Auburn University at Montgomery -AUM (after grocery shopping one night) and I saw &quot;something&quot; h,1999-07-05,32.3666667,-86.3
2014-03-06 04:00:00,salt lake city,ut,us,disk,18000.0,5 hours,((HOAX??))  Abduction and Oval Ufo sighting a few weeks before.  The aliens were red headed Lyrans.,2014-04-04,40.7608333,-111.8902778
2013-08-01 02:00:00,watauga,tx,us,light,1.0,1 second,Two orange light seemed to race across the sky,2013-08-30,32.8577778,-97.2544444
2000-10-04 17:00:00,goa (india),,,other,600.0,10 minutes,While driving back from Panji to Goa we observed three peculiar cloud formations stacked one above the other.The sky was clear and the,2000-12-02,15.299327,74.123996
2006-04-22 22:10:00,renton,wa,us,light,5.0,5 seconds,driving home around 10ish.  I looked up into the sky and saw a bright light hovering.  Just as quickly as I saw it&#44 it flew away at a t,2006-05-15,47.4830556,-122.2158333
1982-09-07 18:00:00,palm desert,ca,us,disk,30.0,30 secondds,Five golden (like harvest moon)  saucer-shaped objects flying in V-formation from West to East over distant mountain range (15 miles?),1998-03-07,33.7222222,-116.3736111
2007-05-05 13:30:00,riverhead,ny,us,circle,10.0,10 seconds,A very fast flying object on Digital camera video clip,2007-06-12,40.9169444,-72.6625
2009-08-24 15:00:00,san antonio,tx,us,oval,30.0,30 seconds,I witnessed a strange craft hovering not too far above me in the atmosphere and then it shot off at warp speed with no warning.,2009-12-12,29.4238889,-98.4933333
2013-10-21 19:50:00,watertown,ma,us,fireball,600.0,10 minutes,Fast-moving&#44 illuminated object similar to fireball silently crosses evening sky and in an instant plunges about 100 feet,2013-10-23,42.3708333,-71.1833333
2009-12-07 02:00:00,beaverton,or,us,formation,25.0,0:25,A fleet of UFOs coming from the moon were seen entering our airspace over Beaverton&#44 Oregon.,2011-01-31,45.4872222,-122.8025
2010-08-29 02:10:00,lafayette,in,us,other,30.0,30 seconds,floating object and strange lights in the sky.,2010-11-21,40.4166667,-86.8752778
2013-06-29 21:30:00,d&#39iberville,ms,us,light,45.0,45 seconds,Saw 2 orange/copper color glowing objects trailing each other just over tree line headed south&#33 They were not moving very fast. As they,2013-07-03,30.4261111,-88.8908333
1992-06-04 01:00:00,jerseyville,il,us,other,600.0,10minutes,large flame observed over jerseville/IL summer 1992,2005-05-24,39.12,-90.3283333
2013-11-21 22:00:00,coral springs,fl,us,fireball,300.0,5 minutes,Fireballs floating across sky then dissappearing.,2013-12-02,26.2708333,-80.2708333
2003-07-05 10:30:00,crystal,nm,us,cigar,50.0,less than a min.,a silvery object was moving across the clear blue sky at a slow speed.,2003-07-16,36.0458333,-108.9655556
1998-08-20 22:30:00,gobles,mi,us,disk,180.0,3 minutes,4 disks looked as if they were playing a game of &quot;chicken&quot; in the sky above a lake.,1998-11-01,42.3608333,-85.8794444
2010-09-07 10:00:00,modesto,ca,us,circle,1800.0,30 min,bright blue light (dimming),2010-11-21,37.6391667,-120.9958333
2012-11-13 06:00:00,florence,ky,us,sphere,70.0,60-70 seconds,Bright sphere heading west to east,2012-11-19,38.9988889,-84.6266667
2007-10-23 03:00:00,overland park,ks,us,triangle,20.0,20 seconds,triangular shaped craft with several dim orange lights silent and briskly moving south,2007-11-28,38.9822222,-94.6705556
2011-03-01 15:30:00,san bernardino,ca,us,disk,2.0,a few seconds,It was white&#44 didn&#39t make any noise. I didn&#39t see how it got there. After a few seconds&#44 it jetted up at an angle really quickly.,2011-03-10,34.1083333,-117.2888889
2001-01-05 23:53:00,lebo,ks,us,triangle,1200.0,20 minutes,I was outside on my back porch having a cold one with my friend when we heard some loud kind of poping noise and we looked up in the so,2001-02-18,38.4166667,-95.8527778
2012-06-07 23:35:00,state college,pa,us,light,30.0,30 seconds,Standing on our back deck&#44 looking toward the south&#44 I noticed an orange orb floating about 15 degrees above the treeline. It was stati,2012-06-08,40.7933333,-77.8602778
2009-10-13 14:00:00,whakatane (new zealand),,,triangle,1800.0,15-30min,Hi I decided to get out of Auckland City for a while&#44so me and my girlfriend went for a drive&#44so we decided to go to Whatatane&#44its a sm,2009-12-12,-37.953411,176.990801
2005-06-15 21:00:00,liberty,mo,us,triangle,900.0,15 min,Big Triangle 3 Lights Craft,2007-04-27,39.2461111,-94.4188889
2006-09-16 22:10:00,kelowna (canada),bc,ca,diamond,4500.0,1.25hrs,Stationary&#44 brilliant colored object seen near Kelowna British Columbia; emits &quot;ball&quot; light,2006-10-30,49.9,-119.483333
1996-01-01 03:00:00,hamilton hill (australia),,,unknown,900.0,15 mins,it came to me in the form of a dream. i was looking out side my windows of my bedroom and i saw 3 grey beings. they seemed to be about,2007-11-28,-32.075542,115.779634
2013-02-09 20:00:00,hana,hi,us,fireball,1200.0,20 minutes,8-10 firey red and orange flares fly over Hana&#44 HI&#44 toward Haleakala.,2013-02-18,20.7580556,-155.9902778
1996-01-16 22:32:00,monitor,wa,us,,300.0,5 min.,Chelan Co. Sheriff&#39s Office calls to relay a report of several bright&#44 orange lights moving east above the Wenatchee River.,1999-11-02,47.4869444,-120.4169444
2008-08-14 22:00:00,saskatoon (canada),sk,ca,light,10.0,10 seconds,First time i ever seen something in the sky.,2008-10-31,52.133333,-106.666667
2001-06-30 20:00:00,garden grove,ca,us,rectangle,30.0,about 30 sec,Ufo up close and personal&#33upducted.????,2011-07-17,33.7738889,-117.9405556
1999-12-02 21:00:00,kent,wa,us,circle,10.0,10 seconds,Between 9 pm and 10 pm an amber colored circle passed over my house,1999-12-16,47.3811111,-122.2336111
2010-04-25 03:04:00,rio de janeiro (brazil),,,light,480.0,8 mins,I am on a vessel anchored in Guanabara Bay near Rio de Janeiro. I observed strange red and white flashing lights high above the corcava,2010-05-12,-22.9083,-43.197077
2008-12-22 03:43:00,oklahoma city,ok,us,oval,240.0,4 minutes,Large oval or triangular metallic object hovering in OKC,2009-01-10,35.4675,-97.5161111
2006-04-16 20:05:00,exeter,ne,us,fireball,5.0,5 seconds that i saw,A reddish pink glow in sky&#44 seemed to be moving towards us and then dissappeared.,2006-05-15,40.6441667,-97.45
2012-03-18 18:00:00,los angeles,ca,us,disk,60.0,min,3-18-12   TV show &quot;Voice&quot; Big saucer around the sky scrapers.  Wierd Cool&#44 what do you see??,2012-05-13,34.0522222,-118.2427778
1999-12-27 00:00:00,south berwick,me,us,light,1800.0,30 min+,Object with a white and red light appeared to be &quot;dancing&quot; in the sky.  At times it would make quick moves up/down and diagonally&#44 and,2000-01-07,43.2344444,-70.81
2007-06-07 21:15:00,narragansett,ri,us,chevron,600.0,10 minutes,Large&#44 silent&#44 low&#44 gliding craft over the RI shoreline,2007-06-12,41.45,-71.45
1999-09-15 23:45:00,secane,pa,us,,60.0,less than a minute,Awakened by flood of light through bedroom window.,2002-01-11,39.9138889,-75.3025
2013-04-05 18:47:00,westover,md,us,other,300.0,5 minutes,Driving along Route 413&#44 heading out of town I saw an unusual shaped object heading North. The object was a half star it consisted of t,2013-05-15,38.1238889,-75.7066667
2005-09-25 19:41:00,lannoy (north part of france),,,rectangle,1320.0,22 minutes,Black little square floating in the sky&#44 North of FRANCE.,2006-05-15,50.665802,3.210788
2008-07-15 00:00:00,iraq (during helicopter firefight),,,other,30.0,30 seconds,MILITARY REPORT:  &quot;Ceiling of Mirrors&quot; over my Blackhawk Helicopter.,2014-02-27,33.223191,43.679291
1998-10-29 19:00:00,nashville,tn,us,other,300.0,5 minutes,8 rocket pay load for emissary  sen. J. glenn  sts-95  ((NUFORC Note:  Nature of report is unclear to us.  PD)),2007-06-12,36.1658333,-86.7844444
2007-06-19 20:54:00,monroe,la,us,light,2.0,only seconds,I saw nothing&#44 but the camera saw differently,2007-08-07,32.5091667,-92.1191667
2013-08-02 21:20:00,madison heights,va,us,formation,600.0,10 minutes,Mass sighting,2013-08-30,37.4308333,-79.1233333
2002-11-18 23:00:00,ashville (2 miles south of),oh,us,light,2.0,2 sec,lights during a meteor shower..,2003-03-21,39.7155556,-82.9530556
2012-01-06 21:15:00,charlotte,nc,us,light,120.0,1-2 minutes,3 Glowing Orbs glide across the night sky in triangle shape.,2012-01-12,35.2269444,-80.8433333
2008-02-21 18:00:00,providence,ri,us,other,10.0,10 seconds,Object shaped like a backslash (\) zoomed across downtown Providence sky.,2008-03-04,41.8238889,-71.4133333
1977-05-15 08:00:00,elmont,va,us,disk,240.0,4 minutes,silver disk near Elmont Elementary School in 1977,2003-08-04,37.7111111,-77.4927778
2011-11-11 23:15:00,osceola,ar,us,disk,60.0,30 - 60 seconds,Multiple lights and saucer at Missouri and Arkansas border.,2012-01-24,35.705,-89.9694444
2010-10-31 12:41:00,philipsburg,pa,us,circle,4.0,c. 4 seconds,Night observation of bright&#44 white circular light descending soundlessly in straight path from sky toward the ground.,2010-11-21,40.8963889,-78.2208333
1995-11-10 20:00:00,embarrass,mn,us,disk,180.0,1-3 mins,craft sighted hovering over trees in rural minnesota,2003-08-04,47.6591667,-92.1977778
2011-10-22 20:45:00,crown point,in,us,circle,300.0,3 - 5 min.,Red glowing circular object moving laterally South to North with no sound (about the size of an aircraft),2011-10-25,41.4169444,-87.3652778
1998-07-10 22:15:00,san angelo,tx,us,formation,5.0,5 seconds,We saw five lights in the southwest sky that changed formation and disappeared.  All within a matter of about 5-10 seconds.,1998-11-21,31.4636111,-100.4366667
1999-09-30 17:30:00,san jose,ca,us,circle,600.0,10 min,I SAW A WHITE OBJECT AT A VERY HIGH ALTITUDE NEXT TO A 747 FLYING SOUTH &#44I THOUGHT THE AIRCRAFT IS GOING TO COLLIDE WITH THE OBJECT BUT,1999-10-19,37.3394444,-121.8938889
2004-01-01 00:10:00,la mirada,ca,us,other,600.0,10 minutes,Bright&#44 orange&#44 planet sized object first observed near Jupiter&#44 then moved slowly due north for ten minutes then vanished,2004-01-17,33.9172222,-118.0111111
2006-10-01 01:20:00,bursa (turkey),,,teardrop,3.0,3 seconds,Bright green object in the sky,2006-10-30,40.182846,29.067084
2012-07-18 21:00:00,ocean isle beach,nc,us,light,2.0,seconds,Orange lights and lots of jets,2012-08-05,33.8941667,-78.4269444
2011-08-17 14:00:00,waco,tx,us,rectangle,480.0,7-8 min.,Rotating rectangular metallic object sighted by 6 witnesses for 7-8 minutes.,2011-08-21,31.5491667,-97.1463889
2012-12-28 20:50:00,phoenix,az,us,sphere,420.0,7 minutes,Orange Orbs Sighted over North Phoenix 12/28/2012 @ 20:50.,2013-02-04,33.4483333,-112.0733333
2000-11-25 14:35:00,broken arrow,ok,us,sphere,480.0,8 minutes,Silver sphere moving at varying speeds and began ascent to higher altitude.,2000-12-02,36.0525,-95.7905556
2008-10-28 19:04:00,lordsburg,az,,sphere,120.0,2 mins.,At approximately 19:04&#44 Tuesday nite on October 28&#44 while heading westbound on the I-10: I was riding shotgun as my co-driver and I wer,2008-10-31,32.350361,-108.708665
2006-12-09 20:33:00,saint paul,mn,us,chevron,120.0,2 minuets,UFO in Minnesota&#44 witnessed by three people.,2006-12-14,44.9444444,-93.0930556
2014-03-08 17:00:00,davie,fl,us,sphere,600.0,10 minutes,Perfectly round sphere at very high altitude&#44 light orange with progressively reddish tinge towards the edges,2014-03-18,26.0625,-80.2333333
2002-09-08 03:20:00,accord,ny,us,light,120.0,2 minutes,3 bright UFO over ulster county-Aliens at the Art Farm,2002-09-13,41.7855556,-74.2294444
2004-04-06 19:00:00,philadelphia (northeast),pa,us,sphere,300.0,5 minutes,siting in mr third floor living room&#44 a perfectly clear sky@ 7:00 pm,2004-04-27,39.9522222,-75.1641667
2002-11-01 23:30:00,woburn,ma,us,diamond,3300.0,55 minutes,My wife and I saw a strange object that looked like a diamond in the sky.,2002-11-04,42.4791667,-71.1527778
2002-10-01 22:00:00,edmonds,wa,us,unknown,60.0,a minute or so,three objects in perfect triangle fomation flying at extremely high altitudes,2002-10-15,47.8108333,-122.3761111
2003-07-20 11:00:00,forest grove,or,us,light,30.0,30s or more,Bright light moving erratically&#44 then moving to one spot to disappear. Forest Grove&#44 Oregon&#44 July 20&#44 2003,2003-08-28,45.52,-123.1094444
2014-03-26 21:14:00,idaho falls,id,us,other,7.0,7 seconds,It looked like a ring with no lights....,2014-04-04,43.4666667,-112.0333333
2008-11-17 20:38:00,oshkosh area,wi,,formation,1800.0,25 - 30 minutes,Strange lights along Hwy 10 West&#44 near Oshkosh.,2009-01-10,43.992022,-88.575857
2011-08-29 22:00:00,oscoda,mi,us,light,600.0,10 minutes,Light over Oscoda?,2011-10-10,44.4202778,-83.3308333
1999-05-20 20:00:00,madison (20 miles south of),wi,us,cone,600.0,10 minutes,Sides of cone were flickering white light.  Object was about 3/4 of a mile away&#44 just below clouds.  My view was breifly blocked&#44 then,1999-06-23,43.0730556,-89.4011111
2008-01-17 05:00:00,new providence,nj,us,unknown,300.0,3-5 min,NJ 5 am 1/17/08  UFO Long&#44 Low Flying&#44 2 Rows of 8+ White Flashing Lights&#44 on Bottom&#44 2 Red Flashing Lights at Top&#44 Fast Speed went SE,2008-01-21,40.6983333,-74.4019444
2000-03-12 01:19:00,simi valley,ca,us,fireball,1200.0,20 min.,On the date of 3-12-00&#44 A friend and I was outside in front of DENY&#39S in Simi Valley. When at 1:19 am in the moring when we both seened,2000-03-16,34.2694444,-118.7805556
2001-07-16 23:00:00,steamboat springs,co,us,fireball,5.0,5 sec.,no cloud cover in area of sighting&#44 no noise accompanied or &quot;trailers&quot; visible.,2001-08-05,40.485,-106.8311111
2004-06-18 17:00:00,blountville,tn,us,other,45.0,45 seconds to 55 seconds,Three silver lobed shaped,2004-07-08,36.5330556,-82.3269444
2012-10-31 22:15:00,winchester,va,us,oval,30.0,30 seconds,Bright green orb descending from east to west over south side of Winchester.,2012-11-04,39.1855556,-78.1636111
2012-10-28 16:00:00,bourbonnais,il,us,circle,120.0,2 minutes,Metallic blue round object over bourbonnais&#44 IL dashes out of sight in 3 seconds,2012-11-04,41.1416667,-87.875
2002-08-22 21:00:00,fort sumner,nm,us,unknown,3600.0,1hr 1/2,Littel points of light moving acrost the sky.We saw at least 50 light in the sky behind a blinking object. It was not a usual air c,2002-08-28,34.4716667,-104.245
2003-05-13 21:45:00,round rock,tx,us,unknown,65.0,65 seconds,flashing star with blinking white lights,2003-05-27,30.5080556,-97.6786111
2010-05-27 21:00:00,apple valley,ca,us,light,2700.0,45 min,High Altitude Bright Objects appearing in the sky accompanied  by smaller&#44 faster objects.,2010-06-03,34.5008333,-117.185
1998-03-24 11:30:00,ceasar&#39s creek and dayton,oh,,light,2.0,few seconds,UFOS - Dayton/Ceasar&#39s Creek,2001-04-28,39.657409,-83.765102
2011-04-12 22:00:00,brazil,in,us,unknown,14400.0,approx 4 hours,Objects sighted over Brazil&#44 Indiana.  ((NUFORC Note:  Possible sightings of satellites&#44 we wonder.  PD)),2011-05-02,39.5236111,-87.125
2013-09-13 21:10:00,phoenix,az,us,fireball,20.0,20 seconds,Bright orange firball traveling southeast.,2013-09-30,33.4483333,-112.0733333
1906-11-11 00:00:00,wien (austria),,,other,10800.0,3 h,The oldest professional photo of a UFO object is from Wien observatory&#44 in 1906&#33,2002-12-23,48.208174,16.373819
2011-12-24 20:30:00,brickerville,pa,us,formation,30.0,30 seconds,3 glowing orange orbs over the PA Turnpike on Christmas Eve.,2012-01-12,40.2258333,-76.3027778
1999-02-10 01:00:00,troms&oslash; (norway),,,light,180.0,3 mins,Bright light zig-zagging above silhouette of forest in northern Norway&#44 for appx. 3 mins. Disappeared downwards.,2000-12-20,69.649205,18.955324
2013-10-26 20:15:00,savage,mn,us,triangle,120.0,2 minutes,Triangular object&#44 able to zig-zag in-flight without changing object orientation; emitted a beam and disappeared.,2013-11-11,44.7791667,-93.3361111
1943-04-30 23:00:00,bering sea,ak,,other,3600.0,1 hour,1943 sighting of four linearly arranged red lights in Bearing Sea,2009-03-19,59.670367,-139.859082
2014-02-13 14:50:00,murfeesboro,tn,,oval,3.0,2-3 seconds,Daytime object seen&#33,2014-02-21,35.845621,-86.39027
1998-03-07 18:30:00,lake placid,fl,us,light,180.0,3 minutes,Two round&#44 yellow&#44 hazy lights. Smaller than full moon. Came toward us from the east. Sky was clear.  Light on left slightly lower alti,2002-03-19,27.2927778,-81.3630556
2013-04-16 02:00:00,burlington (canada),on,ca,unknown,45.0,45 seconds,Odd phenomenon green light in sky that caused the power to distort and then fail.,2013-05-15,43.316667,-79.8
2002-01-09 00:30:00,melbourne (vic&#44 australia),,au,disk,60.0,1 minute,A classic UFO seen in central Melbourne&#44 hovering at biulding level the windows and other features were visable.,2002-03-19,-37.813938,144.963425
1994-04-04 17:00:00,hollywood,fl,us,circle,7200.0,2 hrs,Orange Orbs in Broward County Florida.,2005-02-22,26.0108333,-80.1497222
2011-09-01 21:47:00,ovid,ny,us,light,300.0,5 minutes,it stopped and much quicker began to go the opposite direction suddenly plummeted toward the ground shot back up to where it was before,2011-10-10,42.6763889,-76.8233333
2009-06-29 14:34:00,victorville,ca,us,diamond,10.0,10 seconds,Three diamond shaped craft at high altitude flying in perfect unison west of Victorville Ca.,2009-08-05,34.5361111,-117.2902778
2004-09-05 22:10:00,hidalgo,tx,us,fireball,15.0,15 seconds,Fireball flying over deep south Texas.,2004-09-29,26.1,-98.2627778
1998-09-23 21:15:00,kent,wa,us,oval,2.0,2 seconds,Bright fluorescent blue-green object&#44 flying very fast East to West&#44 in Southern sky. No noise. No tail&#44 but very phosphorescent. Calle,1998-09-26,47.3811111,-122.2336111
2005-12-29 20:00:00,sault ste. marie (east of; algoma district)) (canada),on,,circle,300.0,3-5 minutes,7 or 8 Large Orange glowing UFOs Rise&#44make patterns&#44and race in our southern night sky.,2006-02-14,46.521858,-84.34609
2011-07-04 22:00:00,louisville,ky,us,circle,60.0,1 minute,Small fireball object in the sky that moved real slow&#44 stopped  a few seconds and then was gone.,2011-07-06,38.2541667,-85.7594444
2001-09-04 19:00:00,crescent city,il,us,rectangle,7200.0,2 hrs,big bright light coming closer 4 ufo  objects in sky pink cloud over us couldnt see where we were going,2001-10-12,40.77,-87.8588889
2010-08-10 22:00:00,delnice (croatia),,,triangle,60.0,1 minute,A possible UFO; because of the strong lighting surely not an ordinary aircraft,2010-08-24,45.398731,14.801611
2008-07-02 20:00:00,warren,nj,,light,20.0,20 seconds,I saw a dull red object in the sky over route 22 for about half a minute before it disappeared.,2008-07-05,40.634249,-74.50048
2003-11-15 22:00:00,athens,al,us,triangle,15.0,15 seconds,Triangular shaped craft with three dimmly lit lights on the bottom of it and It was following something on the interstate going south.,2004-03-23,34.8027778,-86.9716667
2008-06-07 21:50:00,memphis,tn,us,light,60.0,60 sec.,this object became visible as i was standing in front of my house facing it to the north and the object was moving in the north-west to,2008-06-12,35.1494444,-90.0488889
1972-07-01 12:00:00,salt lake,ut,,oval,45.0,45 seconds,a real event,2004-12-14,40.760779,-111.891047
1994-04-10 18:30:00,willow springs,mo,us,triangle,1800.0,20 to 30 min,Huge Triangular Object  after dusk seen with lights outling the perimeter&#44 and a bright light in the middle .,2004-04-30,36.9922222,-91.9697222
2004-04-08 18:50:00,kuala lumpur (malaysia),,,disk,600.0,10 minutes,i saw it in bright daylight&#44 and i cant figure out what artificial aircraft is so ...........,2004-04-09,3.139003,101.686855
2007-12-22 21:30:00,peoria,az,us,unknown,300.0,5 minutes,5 white dots racing upwards from downtown Phoenix area&#44 moving at different speeds&#44 then fading in to the night,2008-03-04,33.5805556,-112.2366667
2009-11-20 06:30:00,tucker,ga,us,other,1800.0,30 min,iwas outside with my friends when we saw 5 ufos.,2009-12-12,33.8544444,-84.2172222
2007-07-25 19:15:00,sherwood park (canada),ab,ca,sphere,120.0,2 minutes,One small completely stationary sphere observed for 2 mins until clouds cover rolled in.  Appeared to be light grey/white and very high,2007-08-07,53.516667,-113.316667
2011-06-17 21:30:00,cicero,ny,us,fireball,120.0,almost two mintes,We live across the road from a lake. We were both standing on our back deck and it is 9:30 at night so it is dark and all of a sudden w,2011-06-20,43.1755556,-76.1197222
2007-07-30 14:00:00,post falls,id,us,disk,3.0,3 seconds,Around the end of July 2007&#44 I was sitting in a chair on my back porch enjoying the warm weather under cloud cover which was at the nor,2009-03-19,47.7180556,-116.9505556
1999-03-27 22:00:00,marstons mills,ma,us,egg,3000.0,50 minutes,While walking our dogs my son and I noticed a strange craft or light that seemed to travel in short spurts( not particularly fast). The,1999-04-26,41.6561111,-70.4166667
2013-11-11 21:00:00,new port richey,fl,us,light,240.0,4 minutes,Two bright orange lights hovering low in the sky.,2013-11-20,28.2438889,-82.7194444
1997-03-13 20:15:00,black canyon city (5 miles n of),az,us,chevron,120.0,appx. 2 minutes,Phoenix Lights on I-17 near Sunset Point Rest Area,2006-05-15,34.0708333,-112.15
2000-09-19 21:05:00,duluth,ga,us,light,4.0,4 seconds,Dim light in the sky like a faint star,2000-09-21,34.0027778,-84.1447222
2002-02-21 23:48:00,copiague,ny,us,circle,2.0,few seconds,small blinking circle&#44 move east at high speed&#44 stoped then went west and disapeared,2002-03-19,40.6813889,-73.4002778
1999-09-03 21:20:00,bloomington,in,us,cylinder,10.0,10 seconds,Bright white cylinder moving swiftly toward the horizon. 4 witneses saw the same thing from 3 locations at the same time.,1999-09-12,39.1652778,-86.5263889
2004-05-15 14:00:00,castro valley,ca,us,sphere,60.0,1 minute,Sighting over the hills in Castro Valley,2004-06-04,37.6941667,-122.0852778
2012-04-02 05:00:00,new york city (queens; bayside),ny,us,cigar,3600.0,1 hour,Look like with alot of light..one of them moved and disapeared..too long to look like stars also very close&#8230;,2012-04-18,40.7141667,-74.0063889
2006-02-08 20:15:00,manilla,ia,us,light,15.0,15 seconds,I believe we are being watched here.,2006-02-14,41.8897222,-95.2319444
1998-08-20 23:30:00,high ridge,mo,us,flash,10.0,10 seconds,I got out of my car and went to unlock the door.  I was still facing the door and there was a flash of light.  The flashing only lasted,2000-06-06,38.4588889,-90.5363889
2012-01-03 01:00:00,doylestown,pa,us,circle,5.0,5 seconds,Over Doylestown&#44Pa.  a Large red fireball moving west to east in the sky&#44 no sound&#44,2012-01-24,40.31,-75.1302778
1996-06-11 17:30:00,norman,ok,us,sphere,420.0,7 min,Silver Sphere sighted&#44 Flew off&#33  A USAF Jet circled the area in search of the object.,1999-01-28,35.2225,-97.4391667
2003-12-04 22:00:00,crawford,tx,us,other,600.0,10 minutes,Glowing Lights Over President Bush&#39s Ranch,2004-09-29,31.5341667,-97.4427778
2009-05-17 23:30:00,rapid city,sd,us,unknown,5.0,5 seconds,Single&#44 bright white light over Rapid City&#44 SD.,2009-06-09,44.0805556,-103.2305556
1967-08-08 22:00:00,oxford (uk/england),,gb,unknown,2400.0,40minutes,2 unidentified lights,2004-08-11,51.75,-1.25
2012-01-01 00:05:00,la mesa,ca,us,fireball,60.0,1 min,Mr. Davenport&#44  On Jan. 1&#44 2012&#44 as I went outside to listen to the gunfire and people celebrating (1205am)&#44 I saw 4 orange&#44 almost red,2012-01-24,32.7677778,-117.0222222
2008-02-16 20:30:00,kannattota (sri lanka),,,light,60.0,60 sec,Our family have practice of sitting out and watching the sky. we always watched satellite moves. but one day we so three lights came fr,2008-03-04,7.086488,80.273078
2006-05-02 19:15:00,inver grove heights,mn,us,circle,1200.0,20 minutes,Stationary object in sky for about twenty minutes&#44 red flashes appear in the center,2006-10-30,44.8480556,-93.0425
2011-05-03 21:30:00,san jose,ca,us,light,60.0,1 min,Bright light traveled at a great rate in the upper atmosphere above Santa Cruz mountains CA,2011-05-12,37.3394444,-121.8938889
2013-12-22 18:00:00,soldotna,ak,us,light,1.0,1 second (each),Orange flashes of light in different areas.,2013-12-23,60.4877778,-151.0583333
2013-09-22 23:25:00,rockville,md,us,circle,3.0,3 seconds,White fluorescent light color/dark circle in center/spherical shape/glimpse of it leaving orbit vanished leaving 2 lights behind it,2013-09-30,39.0838889,-77.1530556
2012-11-17 03:00:00,salt lake,ut,,light,5400.0,90 minutes,Bright orange lights hovering in the sky.  ((NUFORC Note:  Possible sightings of stars??  PD)),2012-11-19,40.760779,-111.891047
2001-09-25 09:15:00,santa barbara,ca,us,unknown,1200.0,20 min,intense red dot high in the sky that started to blink.,2001-10-12,34.4208333,-119.6972222
2010-07-02 23:20:00,jacksonville,fl,us,triangle,45.0,30 to 45 seconds,Triangle over the St John&#39s River,2010-07-06,30.3319444,-81.6558333
